Data Type,Measure,Variable,value
MOSTLY.AI,Sign Match,Sex,1.0
MOSTLY.AI,Sign Match,Sex,1.0
MOSTLY.AI,Sign Match,Sex,1.0
MOSTLY.AI,Sign Match,Sex,1.0
MOSTLY.AI,Sign Match,Sex,1.0
MOSTLY.AI,Sign Match,Sex,1.0
MOSTLY.AI,Sign Match,Sex,1.0
MOSTLY.AI,Sign Match,Sex,1.0
MOSTLY.AI,Sign Match,Sex,1.0
MOSTLY.AI,Sign Match,Sex,1.0
MOSTLY.AI,Sign Match,Sex,1.0
MOSTLY.AI,Sign Match,Sex,1.0
MOSTLY.AI,Sign Match,Sex,1.0
MOSTLY.AI,Sign Match,Sex,1.0
MOSTLY.AI,Sign Match,Sex,1.0
MOSTLY.AI,Significance Match,Sex,1.0
MOSTLY.AI,Significance Match,Sex,1.0
MOSTLY.AI,Significance Match,Sex,1.0
MOSTLY.AI,Significance Match,Sex,1.0
MOSTLY.AI,Significance Match,Sex,1.0
MOSTLY.AI,Significance Match,Sex,1.0
MOSTLY.AI,Significance Match,Sex,1.0
MOSTLY.AI,Significance Match,Sex,1.0
MOSTLY.AI,Significance Match,Sex,1.0
MOSTLY.AI,Significance Match,Sex,1.0
MOSTLY.AI,Significance Match,Sex,1.0
MOSTLY.AI,Significance Match,Sex,1.0
MOSTLY.AI,Significance Match,Sex,1.0
MOSTLY.AI,Significance Match,Sex,1.0
MOSTLY.AI,Significance Match,Sex,1.0
MOSTLY.AI,Significance Match,Sex,1.0
MOSTLY.AI,Significance Match,Sex,1.0
MOSTLY.AI,Significance Match,Sex,1.0
MOSTLY.AI,Significance Match,Sex,1.0
MOSTLY.AI,Significance Match,Sex,1.0
MOSTLY.AI,CI Overlap,Sex,1.0
MOSTLY.AI,CI Overlap,Sex,1.0
MOSTLY.AI,CI Overlap,Sex,1.0
MOSTLY.AI,CI Overlap,Sex,1.0
MOSTLY.AI,CI Overlap,Sex,1.0
MOSTLY.AI,CI Overlap,Sex,1.0
MOSTLY.AI,CI Overlap,Sex,1.0
MOSTLY.AI,CI Overlap,Sex,1.0
MOSTLY.AI,CI Overlap,Sex,1.0
MOSTLY.AI,CI Overlap,Sex,1.0
MOSTLY.AI,CI Overlap,Sex,1.0
MOSTLY.AI,CI Overlap,Sex,1.0
MOSTLY.AI,CI Overlap,Sex,1.0
MOSTLY.AI,CI Overlap,Sex,1.0
MOSTLY.AI,CI Overlap,Sex,1.0
MOSTLY.AI,CI Overlap,Sex,1.0
MOSTLY.AI,CI Overlap,Sex,1.0
MOSTLY.AI,CI Overlap,Sex,1.0
MOSTLY.AI,CI Overlap,Sex,1.0
MOSTLY.AI,CI Overlap,Sex,1.0
MNL,L1 Distance,Age,1.0652957982974378
MNL,L1 Distance,Age,1.1575851037841942
MNL,L1 Distance,Age,0.7920582194374624
MNL,L1 Distance,Age,0.818470260718895
MNL,L1 Distance,Age,0.8852782420700764
MNL,L1 Distance,Age,0.7391116318881914
MNL,L1 Distance,Age,0.9409311227442481
MNL,L1 Distance,Age,1.5752539827724772
MNL,L1 Distance,Age,0.8487628579228521
MNL,L1 Distance,Age,0.6125680333235124
MNL,L1 Distance,Age,0.7351571436481734
MNL,L1 Distance,Age,1.1960782414996798
MNL,L1 Distance,Age,0.41902145472539054
MNL,L1 Distance,Age,0.8082506479075242
MNL,L1 Distance,Age,0.7080708374132345
MNL,L1 Distance,Age,0.08017679457158922
MNL,L1 Distance,Age,0.40603710057901043
MNL,L1 Distance,Age,0.18024584492290652
MNL,L1 Distance,Age,0.7949175040811065
MNL,L1 Distance,Age,0.18719950513342587
MNL,CI Ratio,Age,0.6685353089246462
MNL,CI Ratio,Age,0.7893096781611456
MNL,CI Ratio,Age,0.784624666098355
MNL,CI Ratio,Age,0.7860892757037015
MNL,CI Ratio,Age,0.8035452166199306
MNL,CI Ratio,Age,0.866369903826785
MNL,CI Ratio,Age,0.7143533503565319
MNL,CI Ratio,Age,0.7380988009767178
MNL,CI Ratio,Age,0.7974382051666948
MNL,CI Ratio,Age,0.9125735406464357
MNL,CI Ratio,Age,0.7851085770663246
MNL,CI Ratio,Age,0.6924298158022044
MNL,CI Ratio,Age,0.8916550133059271
MNL,CI Ratio,Age,0.8244612904549985
MNL,CI Ratio,Age,0.7881009292491541
MNL,CI Ratio,Age,0.8824038480708847
MNL,CI Ratio,Age,0.799041161472546
MNL,CI Ratio,Age,0.884499525710708
MNL,CI Ratio,Age,0.6624977039817533
MNL,CI Ratio,Age,1.0893030971130315
MNL,Sign Match,Age,1.0
MNL,Sign Match,Age,1.0
MNL,Sign Match,Age,1.0
MNL,Sign Match,Age,1.0
MNL,Sign Match,Age,1.0
MNL,Sign Match,Age,1.0
MNL,Sign Match,Age,1.0
MNL,Sign Match,Age,1.0
MNL,Sign Match,Age,1.0
MNL,Sign Match,Age,1.0
MNL,Sign Match,Age,1.0
MNL,Sign Match,Age,1.0
MNL,Sign Match,Age,1.0
MNL,Sign Match,Age,1.0
MNL,Sign Match,Age,1.0
MNL,Sign Match,Age,1.0
MNL,Sign Match,Age,1.0
MNL,Sign Match,Age,1.0
MNL,Sign Match,Age,1.0
MNL,Sign Match,Age,1.0
MNL,Significance Match,Age,1.0
MNL,Significance Match,Age,1.0
MNL,Significance Match,Age,1.0
MNL,Significance Match,Age,1.0
MNL,Significance Match,Age,1.0
MNL,Significance Match,Age,1.0
MNL,Significance Match,Age,1.0
MNL,Significance Match,Age,1.0
MNL,Significance Match,Age,1.0
MNL,Significance Match,Age,1.0
MNL,Significance Match,Age,1.0
MNL,Significance Match,Age,1.0
MNL,Significance Match,Age,1.0
MNL,Significance Match,Age,1.0
MNL,Significance Match,Age,1.0
MNL,Significance Match,Age,1.0
MNL,Significance Match,Age,1.0
MNL,Significance Match,Age,1.0
MNL,Significance Match,Age,1.0
MNL,Significance Match,Age,1.0
MNL,CI Overlap,Age,1.0
MNL,CI Overlap,Age,1.0
MNL,CI Overlap,Age,1.0
MNL,CI Overlap,Age,1.0
MNL,CI Overlap,Age,1.0
MNL,CI Overlap,Age,1.0
MNL,CI Overlap,Age,1.0
MNL,CI Overlap,Age,0.0
MNL,CI Overlap,Age,1.0
MNL,CI Overlap,Age,1.0
MNL,CI Overlap,Age,1.0
MNL,CI Overlap,Age,1.0
MNL,CI Overlap,Age,1.0
MNL,CI Overlap,Age,1.0
MNL,CI Overlap,Age,1.0
MNL,CI Overlap,Age,1.0
MNL,CI Overlap,Age,1.0
MNL,CI Overlap,Age,1.0
MNL,CI Overlap,Age,1.0
MNL,CI Overlap,Age,1.0
AD - MNL,L1 Distance,Age,1.4474645250312625
AD - MNL,L1 Distance,Age,1.329934255079694
AD - MNL,L1 Distance,Age,1.000034023297626
AD - MNL,L1 Distance,Age,1.081817578868347
AD - MNL,L1 Distance,Age,1.082228567710294
AD - MNL,L1 Distance,Age,0.8095924896740496
AD - MNL,L1 Distance,Age,1.1725728431968379
AD - MNL,L1 Distance,Age,1.6591224086617409
AD - MNL,L1 Distance,Age,1.0624693643564909
AD - MNL,L1 Distance,Age,0.8807264882871024
AD - MNL,L1 Distance,Age,1.1263959106353059
AD - MNL,L1 Distance,Age,1.3338228718730831
AD - MNL,L1 Distance,Age,0.5415324501752385
AD - MNL,L1 Distance,Age,1.1343376395755604
AD - MNL,L1 Distance,Age,0.9744033676872927
AD - MNL,L1 Distance,Age,0.6470829755648522
AD - MNL,L1 Distance,Age,0.5847561417193954
AD - MNL,L1 Distance,Age,0.5670446963822293
AD - MNL,L1 Distance,Age,1.2101117330322482
AD - MNL,L1 Distance,Age,0.0033297617458694084
AD - MNL,CI Ratio,Age,0.6628620450479814
AD - MNL,CI Ratio,Age,0.7903377935942775
AD - MNL,CI Ratio,Age,0.7835077722126114
AD - MNL,CI Ratio,Age,0.7812666168858907
AD - MNL,CI Ratio,Age,0.8010557346142203
AD - MNL,CI Ratio,Age,0.8644369470820676
AD - MNL,CI Ratio,Age,0.7110728646091286
AD - MNL,CI Ratio,Age,0.738998089435943
AD - MNL,CI Ratio,Age,0.7937247891442495
AD - MNL,CI Ratio,Age,0.9104658606066673
AD - MNL,CI Ratio,Age,0.7850778889487666
AD - MNL,CI Ratio,Age,0.690835991921435
AD - MNL,CI Ratio,Age,0.8899606073259159
AD - MNL,CI Ratio,Age,0.8265105186348181
AD - MNL,CI Ratio,Age,0.7874271136646257
AD - MNL,CI Ratio,Age,0.8821690532303689
AD - MNL,CI Ratio,Age,0.7981012319657106
AD - MNL,CI Ratio,Age,0.8831411132441535
AD - MNL,CI Ratio,Age,0.6639027403206289
AD - MNL,CI Ratio,Age,1.0877112759646759
AD - MNL,Sign Match,Age,1.0
AD - MNL,Sign Match,Age,1.0
AD - MNL,Sign Match,Age,1.0
AD - MNL,Sign Match,Age,1.0
AD - MNL,Sign Match,Age,1.0
AD - MNL,Sign Match,Age,1.0
AD - MNL,Sign Match,Age,1.0
AD - MNL,Sign Match,Age,1.0
AD - MNL,Sign Match,Age,1.0
AD - MNL,Sign Match,Age,1.0
AD - MNL,Sign Match,Age,1.0
AD - MNL,Sign Match,Age,1.0
AD - MNL,Sign Match,Age,1.0
AD - MNL,Sign Match,Age,1.0
AD - MNL,Sign Match,Age,1.0
AD - MNL,Sign Match,Age,1.0
AD - MNL,Sign Match,Age,1.0
AD - MNL,Sign Match,Age,1.0
AD - MNL,Sign Match,Age,1.0
AD - MNL,Sign Match,Age,1.0
AD - MNL,Significance Match,Age,1.0
AD - MNL,Significance Match,Age,1.0
AD - MNL,Significance Match,Age,1.0
AD - MNL,Significance Match,Age,1.0
AD - MNL,Significance Match,Age,1.0
AD - MNL,Significance Match,Age,1.0
AD - MNL,Significance Match,Age,1.0
AD - MNL,Significance Match,Age,1.0
AD - MNL,Significance Match,Age,1.0
AD - MNL,Significance Match,Age,1.0
AD - MNL,Significance Match,Age,1.0
AD - MNL,Significance Match,Age,1.0
AD - MNL,Significance Match,Age,1.0
AD - MNL,Significance Match,Age,1.0
AD - MNL,Significance Match,Age,1.0
AD - MNL,Significance Match,Age,1.0
AD - MNL,Significance Match,Age,1.0
AD - MNL,Significance Match,Age,1.0
AD - MNL,Significance Match,Age,1.0
AD - MNL,Significance Match,Age,1.0
AD - MNL,CI Overlap,Age,0.0
AD - MNL,CI Overlap,Age,1.0
AD - MNL,CI Overlap,Age,1.0
AD - MNL,CI Overlap,Age,1.0
AD - MNL,CI Overlap,Age,1.0
AD - MNL,CI Overlap,Age,1.0
AD - MNL,CI Overlap,Age,1.0
AD - MNL,CI Overlap,Age,0.0
AD - MNL,CI Overlap,Age,1.0
AD - MNL,CI Overlap,Age,1.0
AD - MNL,CI Overlap,Age,1.0
AD - MNL,CI Overlap,Age,1.0
AD - MNL,CI Overlap,Age,1.0
AD - MNL,CI Overlap,Age,1.0
AD - MNL,CI Overlap,Age,1.0
AD - MNL,CI Overlap,Age,1.0
AD - MNL,CI Overlap,Age,1.0
AD - MNL,CI Overlap,Age,1.0
AD - MNL,CI Overlap,Age,1.0
AD - MNL,CI Overlap,Age,1.0
CART,L1 Distance,Age,0.24126873697762585
CART,L1 Distance,Age,0.6787550208681385
CART,L1 Distance,Age,0.5235638097441178
CART,L1 Distance,Age,0.012858442616558552
CART,L1 Distance,Age,0.06452380501998833
CART,L1 Distance,Age,0.04727493669431171
CART,L1 Distance,Age,0.6499077431134013
CART,L1 Distance,Age,0.2697088926908777
CART,L1 Distance,Age,0.17531039936699155
CART,L1 Distance,Age,0.5451219751004186
CART,L1 Distance,Age,0.3467367724507171
CART,L1 Distance,Age,0.11523041048435267
CART,L1 Distance,Age,0.2603199268947445
CART,L1 Distance,Age,0.4458904906297234
CART,L1 Distance,Age,0.501118018129044
CART,L1 Distance,Age,0.03351993937984732
CART,L1 Distance,Age,0.14620880860691976
CART,L1 Distance,Age,0.1424450968346056
CART,L1 Distance,Age,0.18421881635244874
CART,L1 Distance,Age,0.4733831664870034
CART,CI Ratio,Age,1.0098572303005646
CART,CI Ratio,Age,1.3672655011940777
CART,CI Ratio,Age,1.369174630234743
CART,CI Ratio,Age,1.2190751535289597
CART,CI Ratio,Age,1.092336626044155
CART,CI Ratio,Age,1.0852209519193095
CART,CI Ratio,Age,1.369690961168257
CART,CI Ratio,Age,1.0764315481701237
CART,CI Ratio,Age,1.2288586255640608
CART,CI Ratio,Age,1.1921045638688397
CART,CI Ratio,Age,1.2005153777505577
CART,CI Ratio,Age,0.928213517448662
CART,CI Ratio,Age,1.0076757834274643
CART,CI Ratio,Age,1.3769226053660135
CART,CI Ratio,Age,0.9484001578017498
CART,CI Ratio,Age,1.092086954427174
CART,CI Ratio,Age,0.877495301638601
CART,CI Ratio,Age,1.1020726723236682
CART,CI Ratio,Age,1.0820554631872652
CART,CI Ratio,Age,1.3738589811927253
CART,Sign Match,Age,1.0
CART,Sign Match,Age,1.0
CART,Sign Match,Age,1.0
CART,Sign Match,Age,1.0
CART,Sign Match,Age,1.0
CART,Sign Match,Age,1.0
CART,Sign Match,Age,1.0
CART,Sign Match,Age,1.0
CART,Sign Match,Age,1.0
CART,Sign Match,Age,1.0
CART,Sign Match,Age,1.0
CART,Sign Match,Age,1.0
CART,Sign Match,Age,1.0
CART,Sign Match,Age,1.0
CART,Sign Match,Age,1.0
CART,Sign Match,Age,1.0
CART,Sign Match,Age,1.0
CART,Sign Match,Age,1.0
CART,Sign Match,Age,1.0
CART,Sign Match,Age,1.0
CART,Significance Match,Age,1.0
CART,Significance Match,Age,1.0
CART,Significance Match,Age,1.0
CART,Significance Match,Age,1.0
CART,Significance Match,Age,1.0
CART,Significance Match,Age,1.0
CART,Significance Match,Age,1.0
CART,Significance Match,Age,1.0
CART,Significance Match,Age,1.0
CART,Significance Match,Age,1.0
CART,Significance Match,Age,1.0
CART,Significance Match,Age,1.0
CART,Significance Match,Age,1.0
CART,Significance Match,Age,1.0
CART,Significance Match,Age,1.0
CART,Significance Match,Age,1.0
CART,Significance Match,Age,1.0
CART,Significance Match,Age,1.0
CART,Significance Match,Age,1.0
CART,Significance Match,Age,1.0
CART,CI Overlap,Age,1.0
CART,CI Overlap,Age,1.0
CART,CI Overlap,Age,1.0
CART,CI Overlap,Age,1.0
CART,CI Overlap,Age,1.0
CART,CI Overlap,Age,1.0
CART,CI Overlap,Age,1.0
CART,CI Overlap,Age,1.0
CART,CI Overlap,Age,1.0
CART,CI Overlap,Age,1.0
CART,CI Overlap,Age,1.0
CART,CI Overlap,Age,1.0
CART,CI Overlap,Age,1.0
CART,CI Overlap,Age,1.0
CART,CI Overlap,Age,1.0
CART,CI Overlap,Age,1.0
CART,CI Overlap,Age,1.0
CART,CI Overlap,Age,1.0
CART,CI Overlap,Age,1.0
CART,CI Overlap,Age,1.0
AD - CART,L1 Distance,Age,0.33565498183339315
AD - CART,L1 Distance,Age,0.3053755558060831
AD - CART,L1 Distance,Age,0.24758423871749935
AD - CART,L1 Distance,Age,0.15206967049631315
AD - CART,L1 Distance,Age,0.4075719089221561
AD - CART,L1 Distance,Age,0.39428825510027865
AD - CART,L1 Distance,Age,0.3157009366531276
AD - CART,L1 Distance,Age,0.06706006857720936
AD - CART,L1 Distance,Age,0.37343917656529957
AD - CART,L1 Distance,Age,0.1071704454471667
AD - CART,L1 Distance,Age,0.013408211128895342
AD - CART,L1 Distance,Age,0.40168166581578424
AD - CART,L1 Distance,Age,0.5125758463218935
AD - CART,L1 Distance,Age,0.006142564164624886
AD - CART,L1 Distance,Age,0.7763289237276889
AD - CART,L1 Distance,Age,0.35681274514531136
AD - CART,L1 Distance,Age,0.6778028953220883
AD - CART,L1 Distance,Age,0.46900849236025977
AD - CART,L1 Distance,Age,0.2573483402053145
AD - CART,L1 Distance,Age,0.3186600388655827
AD - CART,CI Ratio,Age,1.0097077401883263
AD - CART,CI Ratio,Age,1.367992534679514
AD - CART,CI Ratio,Age,1.3705589719745666
AD - CART,CI Ratio,Age,1.2186786003201948
AD - CART,CI Ratio,Age,1.0939381570945397
AD - CART,CI Ratio,Age,1.0829350588128002
AD - CART,CI Ratio,Age,1.370194043340022
AD - CART,CI Ratio,Age,1.0758906363153633
AD - CART,CI Ratio,Age,1.2274334445378703
AD - CART,CI Ratio,Age,1.197437784252976
AD - CART,CI Ratio,Age,1.2048610248703346
AD - CART,CI Ratio,Age,0.9273813176003005
AD - CART,CI Ratio,Age,1.0087177116925903
AD - CART,CI Ratio,Age,1.3808344965874804
AD - CART,CI Ratio,Age,0.9490128045413169
AD - CART,CI Ratio,Age,1.0926769923034676
AD - CART,CI Ratio,Age,0.891638664713025
AD - CART,CI Ratio,Age,1.1054727004554454
AD - CART,CI Ratio,Age,1.0844837750503475
AD - CART,CI Ratio,Age,1.3731122155389595
AD - CART,Sign Match,Age,1.0
AD - CART,Sign Match,Age,1.0
AD - CART,Sign Match,Age,1.0
AD - CART,Sign Match,Age,1.0
AD - CART,Sign Match,Age,1.0
AD - CART,Sign Match,Age,1.0
AD - CART,Sign Match,Age,1.0
AD - CART,Sign Match,Age,1.0
AD - CART,Sign Match,Age,1.0
AD - CART,Sign Match,Age,1.0
AD - CART,Sign Match,Age,1.0
AD - CART,Sign Match,Age,1.0
AD - CART,Sign Match,Age,1.0
AD - CART,Sign Match,Age,1.0
AD - CART,Sign Match,Age,1.0
AD - CART,Sign Match,Age,1.0
AD - CART,Sign Match,Age,1.0
AD - CART,Sign Match,Age,1.0
AD - CART,Sign Match,Age,1.0
AD - CART,Sign Match,Age,1.0
AD - CART,Significance Match,Age,1.0
AD - CART,Significance Match,Age,1.0
AD - CART,Significance Match,Age,1.0
AD - CART,Significance Match,Age,1.0
AD - CART,Significance Match,Age,1.0
AD - CART,Significance Match,Age,1.0
AD - CART,Significance Match,Age,1.0
AD - CART,Significance Match,Age,1.0
AD - CART,Significance Match,Age,1.0
AD - CART,Significance Match,Age,1.0
AD - CART,Significance Match,Age,1.0
AD - CART,Significance Match,Age,1.0
AD - CART,Significance Match,Age,1.0
AD - CART,Significance Match,Age,1.0
AD - CART,Significance Match,Age,1.0
AD - CART,Significance Match,Age,1.0
AD - CART,Significance Match,Age,1.0
AD - CART,Significance Match,Age,1.0
AD - CART,Significance Match,Age,1.0
AD - CART,Significance Match,Age,1.0
AD - CART,CI Overlap,Age,1.0
AD - CART,CI Overlap,Age,1.0
AD - CART,CI Overlap,Age,1.0
AD - CART,CI Overlap,Age,1.0
AD - CART,CI Overlap,Age,1.0
AD - CART,CI Overlap,Age,1.0
AD - CART,CI Overlap,Age,1.0
AD - CART,CI Overlap,Age,1.0
AD - CART,CI Overlap,Age,1.0
AD - CART,CI Overlap,Age,1.0
AD - CART,CI Overlap,Age,1.0
AD - CART,CI Overlap,Age,1.0
AD - CART,CI Overlap,Age,1.0
AD - CART,CI Overlap,Age,1.0
AD - CART,CI Overlap,Age,1.0
AD - CART,CI Overlap,Age,1.0
AD - CART,CI Overlap,Age,1.0
AD - CART,CI Overlap,Age,1.0
AD - CART,CI Overlap,Age,1.0
AD - CART,CI Overlap,Age,1.0
MOSTLY.AI,L1 Distance,Age,0.13699882335816005
MOSTLY.AI,L1 Distance,Age,0.40560130649019355
MOSTLY.AI,L1 Distance,Age,0.015536573087992167
MOSTLY.AI,L1 Distance,Age,0.572278336198099
MOSTLY.AI,L1 Distance,Age,0.08080840058314775
MOSTLY.AI,L1 Distance,Age,0.7288758321833848
MOSTLY.AI,L1 Distance,Age,1.1448896815920864
MOSTLY.AI,L1 Distance,Age,0.7412470258566715
MOSTLY.AI,L1 Distance,Age,0.4390841648285715
MOSTLY.AI,L1 Distance,Age,0.10084895884775236
MOSTLY.AI,L1 Distance,Age,0.7186944297861588
MOSTLY.AI,L1 Distance,Age,0.11840306447025606
MOSTLY.AI,L1 Distance,Age,0.09990013626166316
MOSTLY.AI,L1 Distance,Age,0.6347560553954494
MOSTLY.AI,L1 Distance,Age,0.06756419573536299
MOSTLY.AI,L1 Distance,Age,0.4164262303993951
MOSTLY.AI,L1 Distance,Age,0.4448637385282015
MOSTLY.AI,L1 Distance,Age,0.014594376997748792
MOSTLY.AI,L1 Distance,Age,0.2702907087730013
MOSTLY.AI,L1 Distance,Age,0.07657937420264149
MOSTLY.AI,CI Ratio,Age,1.0830932252382393
MOSTLY.AI,CI Ratio,Age,1.377440515277778
MOSTLY.AI,CI Ratio,Age,0.993623637123506
MOSTLY.AI,CI Ratio,Age,1.3681555833920802
MOSTLY.AI,CI Ratio,Age,0.9233519494784241
MOSTLY.AI,CI Ratio,Age,0.7717226500869795
MOSTLY.AI,CI Ratio,Age,1.6521807804082638
MOSTLY.AI,CI Ratio,Age,1.361003482566796
MOSTLY.AI,CI Ratio,Age,0.8827641784275886
MOSTLY.AI,CI Ratio,Age,0.9965290143871453
MOSTLY.AI,CI Ratio,Age,0.813905992629587
MOSTLY.AI,CI Ratio,Age,0.9947643048681674
MOSTLY.AI,CI Ratio,Age,0.9219603684568919
MOSTLY.AI,CI Ratio,Age,0.8463118617732123
MOSTLY.AI,CI Ratio,Age,1.093158920732989
MOSTLY.AI,CI Ratio,Age,0.9429092254334109
MOSTLY.AI,CI Ratio,Age,1.1931812446294663
MOSTLY.AI,CI Ratio,Age,0.9961420889457356
MOSTLY.AI,CI Ratio,Age,0.9440647308638409
MOSTLY.AI,CI Ratio,Age,0.9268552423084846
MOSTLY.AI,Sign Match,Age,1.0
MOSTLY.AI,Sign Match,Age,1.0
MOSTLY.AI,Sign Match,Age,1.0
MOSTLY.AI,Sign Match,Age,1.0
MOSTLY.AI,Sign Match,Age,1.0
MOSTLY.AI,Sign Match,Age,1.0
MOSTLY.AI,Sign Match,Age,1.0
MOSTLY.AI,Sign Match,Age,1.0
MOSTLY.AI,Sign Match,Age,1.0
MOSTLY.AI,Sign Match,Age,1.0
MOSTLY.AI,Sign Match,Age,1.0
MOSTLY.AI,Sign Match,Age,1.0
MOSTLY.AI,Sign Match,Age,1.0
MOSTLY.AI,Sign Match,Age,1.0
MOSTLY.AI,Sign Match,Age,1.0
MOSTLY.AI,Sign Match,Age,1.0
MOSTLY.AI,Sign Match,Age,1.0
MOSTLY.AI,Sign Match,Age,1.0
MOSTLY.AI,Sign Match,Age,1.0
MOSTLY.AI,Sign Match,Age,1.0
MOSTLY.AI,Significance Match,Age,1.0
MOSTLY.AI,Significance Match,Age,1.0
MOSTLY.AI,Significance Match,Age,1.0
MOSTLY.AI,Significance Match,Age,1.0
MOSTLY.AI,Significance Match,Age,1.0
MOSTLY.AI,Significance Match,Age,1.0
MOSTLY.AI,Significance Match,Age,1.0
MOSTLY.AI,Significance Match,Age,1.0
MOSTLY.AI,Significance Match,Age,1.0
MOSTLY.AI,Significance Match,Age,1.0
MOSTLY.AI,Significance Match,Age,1.0
MOSTLY.AI,Significance Match,Age,1.0
MOSTLY.AI,Significance Match,Age,1.0
MOSTLY.AI,Significance Match,Age,1.0
MOSTLY.AI,Significance Match,Age,1.0
MOSTLY.AI,Significance Match,Age,1.0
MOSTLY.AI,Significance Match,Age,1.0
MOSTLY.AI,Significance Match,Age,1.0
MOSTLY.AI,Significance Match,Age,1.0
MOSTLY.AI,Significance Match,Age,1.0
MOSTLY.AI,CI Overlap,Age,1.0
MOSTLY.AI,CI Overlap,Age,1.0
MOSTLY.AI,CI Overlap,Age,1.0
MOSTLY.AI,CI Overlap,Age,1.0
MOSTLY.AI,CI Overlap,Age,1.0
MOSTLY.AI,CI Overlap,Age,1.0
MOSTLY.AI,CI Overlap,Age,1.0
MOSTLY.AI,CI Overlap,Age,1.0
MOSTLY.AI,CI Overlap,Age,1.0
MOSTLY.AI,CI Overlap,Age,1.0
MOSTLY.AI,CI Overlap,Age,1.0
MOSTLY.AI,CI Overlap,Age,1.0
MOSTLY.AI,CI Overlap,Age,1.0
MOSTLY.AI,CI Overlap,Age,1.0
MOSTLY.AI,CI Overlap,Age,1.0
MOSTLY.AI,CI Overlap,Age,1.0
MOSTLY.AI,CI Overlap,Age,1.0
MOSTLY.AI,CI Overlap,Age,1.0
MOSTLY.AI,CI Overlap,Age,1.0
MOSTLY.AI,CI Overlap,Age,1.0
